12-06-2017,01:58:03, 257.5 , 239.7 , 225.5 , 241.9 , 21 , 454.6 , 0 , 0 , 160.4 , 258 , 257.9 , 0 , 0 , 7.2 , 7 , 3 , 11.4 , 0 , 8 , 1.5 , 6.91 , 0 , 6.77 , 6.77 , 35 , 19 , 22 , 9 , 59.99 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,01:59:03, 246.9 , 231.4 , 223.8 , 236.8 , 20 , 451.8 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 6.7 , 6.6 , 3 , 10.8 , 0 , 7.8 , 1.4 , 6.81 , 0 , 6.51 , 6.56 , 35 , 19 , 22 , 9 , 59.99 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:00:03, 246.9 , 231.4 , 223.8 , 236.8 , 20 , 451.8 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 6.7 , 6.6 , 3 , 10.8 , 0 , 7.8 , 1.4 , 6.81 , 0 , 6.51 , 6.56 , 35 , 19 , 22 , 9 , 59.99 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:01:04, 242.6 , 231.4 , 216.6 , 230.8 , 19.5 , 444.2 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 6.6 , 6.4 , 3 , 10.6 , 0 , 7.5 , 1.3 , 6.86 , 0 , 6.54 , 6.73 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:02:03, 242.6 , 231.4 , 216.6 , 230.8 , 19.5 , 444.2 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 6.6 , 6.4 , 3 , 10.6 , 0 , 7.5 , 1.3 , 6.86 , 0 , 6.54 , 6.73 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:03:03, 244.3 , 232.7 , 213.6 , 231.5 , 19.3 , 441 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 6.5 , 6.4 , 3 , 10.3 , 0 , 7.4 , 1.6 , 6.88 , 0 , 6.51 , 6.59 , 35 , 19 , 22 , 9 , 59.99 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:04:03, 244.3 , 232.7 , 213.6 , 231.5 , 19.3 , 441 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 6.5 , 6.4 , 3 , 10.3 , 0 , 7.4 , 1.6 , 6.88 , 0 , 6.51 , 6.59 , 35 , 19 , 22 , 9 , 59.99 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:05:04, 252.5 , 237.1 , 219.6 , 240.1 , 19.3 , 446.9 , 0 , 0 , 160.4 , 258 , 257.9 , 0 , 0 , 6.5 , 6.3 , 3 , 10.2 , 0 , 7.2 , 1.7 , 6.76 , 0 , 6.44 , 6.48 , 35 , 19 , 22 , 9 , 59.98 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:06:04, 252.5 , 237.1 , 219.6 , 240.1 , 19.3 , 446.9 , 0 , 0 , 160.4 , 258 , 257.9 , 0 , 0 , 6.5 , 6.3 , 3 , 10.2 , 0 , 7.2 , 1.7 , 6.76 , 0 , 6.44 , 6.48 , 35 , 19 , 22 , 9 , 59.98 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:07:04, 251 , 235.8 , 226.1 , 243.2 , 19.2 , 453.3 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 6.4 , 6.4 , 3 , 10.1 , 0 , 7.2 , 1.8 , 6.78 , 0 , 6.44 , 6.47 , 35 , 19 , 22 , 9 , 59.97 , .009 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:08:04, 251 , 235.8 , 226.1 , 243.2 , 19.2 , 453.3 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 6.4 , 6.4 , 3 , 10.1 , 0 , 7.2 , 1.8 , 6.78 , 0 , 6.44 , 6.47 , 35 , 19 , 22 , 9 , 59.97 , .009 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:09:04, 252.8 , 236.6 , 231 , 246.2 , 19 , 458 , 0 , 0 , 160 , 258 , 257.9 , 0 , 0 , 6.3 , 6.3 , 3 , 10 , 0 , 6.9 , 1.9 , 6.69 , 0 , 6.49 , 6.77 , 35 , 19 , 22 , 9 , 60 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:10:04, 252.8 , 236.6 , 231 , 246.2 , 19 , 458 , 0 , 0 , 160 , 258 , 257.9 , 0 , 0 , 6.3 , 6.3 , 3 , 10 , 0 , 6.9 , 1.9 , 6.69 , 0 , 6.49 , 6.77 , 35 , 19 , 22 , 9 , 60 , .019 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
DATE,TIME,Village Load,Diesel kW,Diesel Min kW,Diesel Max kW,Wind Output,Wind Allowed,Dispatch Wait,SLC Load,SLC Temp,SLC Fixed kW,SLC Thermal kW,SLC Max kW,SLC Avg kW,Wind Max kW,Wind Min kW,# Turbines On-Line,WTG1 Output,WTG2 Output,WTG3 Output,WTG4 Output,WTG1 WindSpd,WTG2 WindSpd,WTG3 WindSpd,WTG4 WindSpd,WTG1 Starts,WTG2 Starts,WTG3 Starts,WTG4 Starts,Frequency,Instability,Wind status,SLC status,Diesel status,System Wind Allowed,Outage Count,ILC kW,ILC Temp,Diesel1 kW,Diesel2 kW,Diesel3 kW,Diesel4 kW,WTG1 Faults L,WTG1 Faults H,WTG2 Faults L,WTG2 Faults H,WTG3 Faults L,WTG3 Faults H,WTG3 Faults L,WTG4 Faults H,ILC Status,ILC kWhrs
12-06-2017,02:11:04, 248.5 , 231.4 , 224.2 , 240.2 , 18.1 , 450.4 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 6 , 6 , 3 , 9.5 , 0 , 6.6 , 1.9 , 6.47 , 0 , 6.41 , 6.75 , 35 , 19 , 22 , 9 , 59.99 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:12:04, 248.5 , 231.4 , 224.2 , 240.2 , 18.1 , 450.4 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 6 , 6 , 3 , 9.5 , 0 , 6.6 , 1.9 , 6.47 , 0 , 6.41 , 6.75 , 35 , 19 , 22 , 9 , 59.99 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:13:04, 250.9 , 239.3 , 227.9 , 237.5 , 17.2 , 453.1 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 9 , 0 , 6.5 , 1.6 , 6.5 , 0 , 6.57 , 6.8 , 35 , 19 , 22 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 242 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:14:04, 250.9 , 239.3 , 227.9 , 237.5 , 17.2 , 453.1 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 9 , 0 , 6.5 , 1.6 , 6.5 , 0 , 6.57 , 6.8 , 35 , 19 , 22 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 242 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:15:04, 242.9 , 229.6 , 221.3 , 234.6 , 17.3 , 446.6 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 8.9 , 0 , 6.5 , 1.8 , 6.6 , 0 , 6.52 , 6.99 , 35 , 19 , 22 , 9 , 60.01 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:16:04, 242.9 , 229.6 , 221.3 , 234.6 , 17.3 , 446.6 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 8.9 , 0 , 6.5 , 1.8 , 6.6 , 0 , 6.52 , 6.99 , 35 , 19 , 22 , 9 , 60.01 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:17:04, 241.6 , 226.6 , 220.6 , 231.2 , 16.9 , 445.6 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 5.6 , 5.6 , 3 , 9 , 0 , 6.2 , 1.6 , 6.9 , 0 , 6.61 , 6.63 , 35 , 19 , 22 , 9 , 60.01 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:18:04, 241.6 , 226.6 , 220.6 , 231.2 , 16.9 , 445.6 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 5.6 , 5.6 , 3 , 9 , 0 , 6.2 , 1.6 , 6.9 , 0 , 6.61 , 6.63 , 35 , 19 , 22 , 9 , 60.01 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:19:04, 247.7 , 234.9 , 223.5 , 234.8 , 17.1 , 448.6 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 8.9 , 0 , 6.2 , 1.9 , 6.84 , 0 , 6.73 , 6.8 , 35 , 19 , 22 , 9 , 59.97 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:20:04, 247.7 , 234.9 , 223.5 , 234.8 , 17.1 , 448.6 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 5.7 , 5.7 , 3 , 8.9 , 0 , 6.2 , 1.9 , 6.84 , 0 , 6.73 , 6.8 , 35 , 19 , 22 , 9 , 59.97 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:21:04, 259.7 , 248.5 , 229.5 , 253.2 , 15.8 , 453.3 , 0 , 0 , 161 , 258 , 257.9 , 0 , 0 , 5.2 , 5.2 , 3 , 8.3 , 0 , 5.5 , 1.8 , 6.71 , 0 , 6.46 , 6.64 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 251 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:22:04, 259.7 , 248.5 , 229.5 , 253.2 , 15.8 , 453.3 , 0 , 0 , 161 , 258 , 257.9 , 0 , 0 , 5.2 , 5.2 , 3 , 8.3 , 0 , 5.5 , 1.8 , 6.71 , 0 , 6.46 , 6.64 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 251 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:23:04, 251.1 , 243.2 , 235.5 , 258.3 , 14.3 , 457.8 , 0 , 0 , 160.3 , 258 , 257.9 , 0 , 0 , 4.7 , 4.7 , 3 , 7.5 , 0 , 5.4 , 1.3 , 6.67 , 0 , 6.35 , 6.82 , 35 , 19 , 22 , 9 , 60.01 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:24:04, 251.1 , 243.2 , 235.5 , 258.3 , 14.3 , 457.8 , 0 , 0 , 160.3 , 258 , 257.9 , 0 , 0 , 4.7 , 4.7 , 3 , 7.5 , 0 , 5.4 , 1.3 , 6.67 , 0 , 6.35 , 6.82 , 35 , 19 , 22 , 9 , 60.01 , .017 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:25:04, 258.6 , 253.3 , 241.5 , 259.7 , 13.8 , 463.3 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.4 , 0 , 4.9 , 1.4 , 6.67 , 0 , 6.54 , 6.52 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 253 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:26:05, 258.6 , 253.3 , 241.5 , 259.7 , 13.8 , 463.3 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.4 , 0 , 4.9 , 1.4 , 6.67 , 0 , 6.54 , 6.52 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 253 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:27:04, 250 , 243.2 , 231.3 , 253.7 , 13.8 , 453.1 , 0 , 0 , 162.1 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.7 , 0 , 4.8 , 1.2 , 6.97 , 0 , 6.75 , 6.61 , 35 , 19 , 22 , 9 , 60.01 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:28:04, 250 , 243.2 , 231.3 , 253.7 , 13.8 , 453.1 , 0 , 0 , 162.1 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.7 , 0 , 4.8 , 1.2 , 6.97 , 0 , 6.75 , 6.61 , 35 , 19 , 22 , 9 , 60.01 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:29:04, 247.4 , 235.8 , 229.5 , 247.7 , 14.3 , 451.8 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 4.7 , 4.7 , 3 , 7.5 , 0 , 4.9 , 1.8 , 6.88 , 0 , 6.77 , 6.61 , 35 , 19 , 22 , 9 , 59.99 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:30:04, 247.4 , 235.8 , 229.5 , 247.7 , 14.3 , 451.8 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 4.7 , 4.7 , 3 , 7.5 , 0 , 4.9 , 1.8 , 6.88 , 0 , 6.77 , 6.61 , 35 , 19 , 22 , 9 , 59.99 , .015 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:31:04, 241.8 , 230.5 , 223.1 , 241.7 , 13.8 , 444.9 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.7 , 0 , 4.7 , 1.3 , 6.94 , 0 , 6.77 , 6.36 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:32:04, 241.8 , 230.5 , 223.1 , 241.7 , 13.8 , 444.9 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.7 , 0 , 4.7 , 1.3 , 6.94 , 0 , 6.77 , 6.36 , 35 , 19 , 22 , 9 , 60 , .014 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 236 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:33:04, 241.8 , 230.5 , 226.3 , 238 , 13.8 , 448.2 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.6 , 0 , 4.6 , 1.6 , 7.08 , 0 , 6.6 , 6.49 , 35 , 19 , 22 , 9 , 60.01 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:34:04, 241.8 , 230.5 , 226.3 , 238 , 13.8 , 448.2 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 4.6 , 4.6 , 3 , 7.6 , 0 , 4.6 , 1.6 , 7.08 , 0 , 6.6 , 6.49 , 35 , 19 , 22 , 9 , 60.01 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:35:04, 248.9 , 234.9 , 225.7 , 242.5 , 13.7 , 447.4 , 0 , 0 , 160.5 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.3 , 0 , 4.5 , 1.8 , 6.89 , 0 , 6.51 , 6.57 , 35 , 19 , 22 , 9 , 59.98 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:36:04, 248.9 , 234.9 , 225.7 , 242.5 , 13.7 , 447.4 , 0 , 0 , 160.5 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.3 , 0 , 4.5 , 1.8 , 6.89 , 0 , 6.51 , 6.57 , 35 , 19 , 22 , 9 , 59.98 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:37:04, 256.2 , 248.9 , 231.7 , 253.8 , 13.6 , 453.3 , 0 , 0 , 161.3 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.3 , 0 , 4.5 , 1.8 , 6.78 , 0 , 6.71 , 7 , 35 , 19 , 22 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 251 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:38:04, 256.2 , 248.9 , 231.7 , 253.8 , 13.6 , 453.3 , 0 , 0 , 161.3 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.3 , 0 , 4.5 , 1.8 , 6.78 , 0 , 6.71 , 7 , 35 , 19 , 22 , 9 , 59.99 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 251 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:39:04, 248.2 , 239.3 , 235.4 , 251.2 , 13.4 , 456.9 , 0 , 0 , 161.1 , 258 , 257.9 , 0 , 0 , 4.4 , 4.4 , 3 , 7.4 , 0 , 4.3 , 1.7 , 7.01 , 0 , 6.98 , 6.96 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:40:04, 248.2 , 239.3 , 235.4 , 251.2 , 13.4 , 456.9 , 0 , 0 , 161.1 , 258 , 257.9 , 0 , 0 , 4.4 , 4.4 , 3 , 7.4 , 0 , 4.3 , 1.7 , 7.01 , 0 , 6.98 , 6.96 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 244 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:41:04, 244.6 , 236.2 , 228.9 , 245.2 , 13.7 , 450.7 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.7 , 0 , 4.5 , 1.5 , 7.03 , 0 , 7.11 , 6.8 , 35 , 19 , 22 , 9 , 59.99 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:42:04, 244.6 , 236.2 , 228.9 , 245.2 , 13.7 , 450.7 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 4.5 , 4.5 , 3 , 7.7 , 0 , 4.5 , 1.5 , 7.03 , 0 , 7.11 , 6.8 , 35 , 19 , 22 , 9 , 59.99 , .018 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 240 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:43:04, 242.1 , 228.8 , 224 , 239.2 , 15 , 447 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 5 , 4.8 , 3 , 8.2 , 0 , 4.7 , 2 , 7.05 , 0 , 6.99 , 7.1 , 35 , 19 , 22 , 9 , 59.97 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:44:04, 242.1 , 228.8 , 224 , 239.2 , 15 , 447 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 5 , 4.8 , 3 , 8.2 , 0 , 4.7 , 2 , 7.05 , 0 , 6.99 , 7.1 , 35 , 19 , 22 , 9 , 59.97 , .016 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:45:04, 243.2 , 234.5 , 226.2 , 236.9 , 13.2 , 447.5 , 0 , 0 , 161.3 , 258 , 257.9 , 0 , 0 , 4.4 , 4.4 , 3 , 7.3 , 0 , 4.3 , 1.4 , 7.13 , 0 , 7.03 , 7.27 , 35 , 19 , 22 , 9 , 60.03 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:46:04, 243.2 , 234.5 , 226.2 , 236.9 , 13.2 , 447.5 , 0 , 0 , 161.3 , 258 , 257.9 , 0 , 0 , 4.4 , 4.4 , 3 , 7.3 , 0 , 4.3 , 1.4 , 7.13 , 0 , 7.03 , 7.27 , 35 , 19 , 22 , 9 , 60.03 , .013 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 238 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:47:04, 235.9 , 226.6 , 222.2 , 230.9 , 12.3 , 442.5 , 0 , 0 , 160.2 , 258 , 257.9 , 0 , 0 , 4.1 , 4.1 , 3 , 7 , 0 , 3.7 , 1.4 , 7.01 , 0 , 6.92 , 6.93 , 35 , 19 , 22 , 9 , 60 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 231 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:48:04, 235.9 , 226.6 , 222.2 , 230.9 , 12.3 , 442.5 , 0 , 0 , 160.2 , 258 , 257.9 , 0 , 0 , 4.1 , 4.1 , 3 , 7 , 0 , 3.7 , 1.4 , 7.01 , 0 , 6.92 , 6.93 , 35 , 19 , 22 , 9 , 60 , .012 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 231 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:49:04, 235.6 , 228.8 , 223.6 , 232.5 , 11.5 , 443.1 , 0 , 0 , 160.4 , 258 , 257.9 , 0 , 0 , 3.8 , 3.7 , 3 , 6.5 , 0 , 3.5 , 1.4 , 6.78 , 0 , 6.79 , 6.82 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-06-2017,02:50:04, 235.6 , 228.8 , 223.6 , 232.5 , 11.5 , 443.1 , 0 , 0 , 160.4 , 258 , 257.9 , 0 , 0 , 3.8 , 3.7 , 3 , 6.5 , 0 , 3.5 , 1.4 , 6.78 , 0 , 6.79 , 6.82 , 35 , 19 , 22 , 9 , 60 , .011 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
